bodyID,weight_kg,stature_cm,neck_base_girth,chest_girth,waist_girth,hips_buttock_girth,shoulder_girth,thigh_girth,thigh_low_girth,calf_girth,ankle_girth,forearm_girth,wrist_girth,shoulder_length,sleeveoutseam_length,forearm_length,crotchheight_length,waistback_length,thigh_length,chest_depth_length,head_girth,biacromialbreadth,scyecircoveracromion
ANSURI_mal_1335,66.32,168.62,39.58,92.12,76.65,93.31,111.77,58.62,38.23,34.67,20.42,29.79,16.15,14.43,53.58,23.42,81.87,40.01,41.72,22.82,57.72,0.0,0.0
ANSURI_mal_1336,87.91,177.73,42.94,101.54,86.49,106.0,120.5,65.47,42.03,42.53,23.2,32.79,17.44,15.47,61.92,28.09,84.32,43.43,42.1,23.91,57.96,0.0,0.0
ANSURI_mal_1337,74.1,189.42,39.6,93.5,79.47,94.76,113.53,55.22,35.57,35.62,21.29,28.17,17.83,16.16,62.84,27.93,95.34,46.26,47.02,22.64,56.51,0.0,0.0
ANSURI_mal_1338,75.57,179.64,40.21,93.91,80.07,97.92,114.54,56.59,39.27,38.88,23.37,29.45,18.28,15.32,59.02,25.97,82.98,46.73,40.08,21.34,59.93,0.0,0.0
ANSURI_mal_1339,74.23,174.81,40.69,94.91,80.86,98.39,113.48,59.22,39.86,37.59,20.99,30.44,16.61,14.67,60.3,26.97,84.58,41.98,41.9,22.92,57.28,0.0,0.0
ANSURI_mal_1340,68.09,172.26,39.46,97.23,78.78,90.83,115.65,53.57,35.68,35.76,19.71,30.81,16.32,16.59,56.98,24.87,80.66,46.53,40.68,22.92,55.32,0.0,0.0
ANSURI_mal_1341,66.54,168.75,38.88,90.2,81.76,95.36,110.42,56.25,36.5,35.24,20.76,28.28,16.6,14.61,57.9,25.86,80.86,40.22,41.0,21.76,56.67,0.0,0.0
ANSURI_mal_1342,56.17,172.0,37.05,85.91,68.96,83.66,103.91,50.64,32.52,34.16,19.34,26.54,15.9,14.02,59.66,27.15,82.77,38.54,42.86,20.36,56.29,0.0,0.0
ANSURI_mal_1343,81.78,174.25,40.94,105.34,93.09,102.17,117.15,61.73,38.67,36.52,22.03,28.29,17.38,14.6,58.87,26.93,84.55,41.31,40.93,26.25,58.19,0.0,0.0
ANSURI_mal_1344,83.38,168.39,43.49,108.74,94.58,102.71,120.61,61.31,39.89,38.11,21.95,31.17,16.88,13.84,55.13,23.65,77.12,40.79,39.53,26.65,57.73,0.0,0.0
ANSURI_mal_1345,93.1,177.84,43.5,103.08,94.87,108.94,122.5,67.08,44.16,43.38,24.07,31.22,17.69,16.33,56.74,25.55,82.36,43.98,41.32,24.53,59.4,0.0,0.0
ANSURI_mal_1346,101.16,182.75,42.48,104.03,95.1,111.96,124.83,69.71,47.71,42.85,25.88,33.79,19.34,15.8,63.67,26.63,85.22,42.72,42.11,24.97,60.45,0.0,0.0
ANSURI_mal_1347,82.55,174.48,43.14,102.59,90.92,102.0,118.22,60.88,40.81,38.95,22.31,31.14,17.63,14.2,59.81,26.1,84.79,40.91,42.62,25.25,56.08,0.0,0.0
ANSURI_mal_1348,84.95,183.62,42.76,99.38,81.05,102.54,125.49,62.36,40.69,39.34,22.86,31.99,17.66,17.07,63.44,28.32,91.19,41.69,46.03,23.06,57.37,0.0,0.0
ANSURI_mal_1349,57.08,161.66,37.9,83.39,73.95,88.06,104.95,52.85,35.95,35.76,22.1,28.88,15.97,14.5,56.06,25.25,77.72,40.44,37.13,20.87,51.93,0.0,0.0
ANSURI_mal_1350,55.45,167.45,36.96,87.94,71.14,85.61,104.58,49.06,33.35,32.01,18.68,27.01,16.45,13.55,58.94,26.4,80.38,42.48,41.26,20.17,55.56,0.0,0.0
ANSURI_mal_1351,78.82,171.51,40.73,102.32,90.92,100.57,117.39,62.31,36.81,38.15,20.42,28.88,15.68,14.76,59.86,26.68,82.39,41.8,42.72,25.83,55.24,0.0,0.0
ANSURI_mal_1352,75.41,177.32,41.68,97.35,81.23,97.9,116.37,58.81,37.97,37.61,21.86,31.05,18.13,15.44,59.54,26.15,88.37,40.99,43.8,22.43,58.35,0.0,0.0
ANSURI_mal_1353,81.61,184.24,43.52,101.86,80.16,97.23,123.64,58.57,38.03,38.61,23.11,32.58,17.68,15.38,63.54,28.15,93.48,43.44,46.37,23.96,57.47,0.0,0.0
ANSURI_mal_1354,80.25,174.96,41.46,96.28,87.0,103.71,118.43,64.08,39.73,39.34,21.6,30.06,16.63,15.45,63.56,28.08,88.62,39.24,43.91,22.97,56.45,0.0,0.0
ANSURI_mal_1355,87.6,184.56,42.96,105.13,93.21,101.07,120.72,60.01,39.48,39.82,23.68,30.44,17.68,15.59,64.12,28.2,92.51,43.4,42.98,24.88,58.41,0.0,0.0
ANSURI_mal_1356,67.62,165.32,40.45,91.83,77.65,93.44,115.3,57.78,37.91,40.22,22.69,29.4,16.25,16.13,53.87,24.88,76.8,40.18,38.63,22.38,57.15,0.0,0.0
ANSURI_mal_1357,93.88,185.22,42.09,102.51,95.29,107.95,123.1,67.98,41.68,40.4,22.2,29.02,17.01,16.13,62.75,27.57,89.95,43.87,44.93,24.65,57.7,0.0,0.0
ANSURI_mal_1358,68.26,178.46,38.73,90.79,79.36,91.83,109.83,54.04,36.28,36.66,22.47,28.68,17.49,14.69,61.78,27.74,89.87,42.42,44.31,22.15,55.38,0.0,0.0
ANSURI_mal_1359,81.82,181.59,40.63,97.01,91.45,100.83,113.36,58.09,39.7,37.12,21.81,30.4,17.82,14.09,61.14,26.88,85.34,45.19,43.47,24.28,57.87,0.0,0.0
ANSURI_mal_1360,67.31,176.74,39.03,93.38,77.58,92.15,109.02,55.5,37.7,35.16,19.94,28.79,16.54,14.68,61.79,28.34,88.33,42.11,45.11,21.29,54.03,0.0,0.0
ANSURI_mal_1361,81.47,181.17,42.28,95.29,85.51,99.21,119.33,59.85,38.48,40.45,22.46,32.08,17.43,15.82,62.11,27.16,85.61,43.7,43.11,22.87,57.52,0.0,0.0
ANSURI_mal_1362,56.58,161.84,38.19,86.78,74.52,86.26,107.66,51.49,35.42,35.45,19.89,26.43,15.01,15.21,55.54,25.05,77.32,40.78,38.53,20.99,55.04,0.0,0.0
ANSURI_mal_1363,71.5,183.51,40.02,93.32,75.9,93.27,116.28,55.14,35.16,33.86,20.73,30.65,17.31,16.17,62.36,28.47,89.46,44.46,46.64,22.43,56.36,0.0,0.0
ANSURI_mal_1364,83.91,178.66,40.79,101.51,87.17,104.93,121.11,63.2,39.02,37.61,21.46,29.88,17.15,14.95,63.62,27.47,87.68,43.52,44.16,24.78,54.42,0.0,0.0
ANSURI_mal_1365,88.73,179.99,44.4,103.97,91.75,103.66,121.8,60.53,40.55,38.33,23.37,31.39,18.29,14.36,62.25,26.83,84.0,43.15,42.2,26.93,58.62,0.0,0.0
ANSURI_mal_1366,71.89,177.12,40.72,91.44,82.53,94.69,112.65,57.73,39.37,35.2,20.39,28.67,17.13,14.98,58.64,26.89,84.07,45.1,42.44,21.57,57.81,0.0,0.0
ANSURI_mal_1367,63.92,170.26,40.16,88.19,73.45,91.52,111.44,55.4,36.47,34.03,20.5,29.15,16.98,14.39,58.78,26.15,82.09,40.31,40.81,21.72,57.98,0.0,0.0
ANSURI_mal_1368,68.69,178.58,41.8,90.81,73.59,92.5,114.17,54.21,36.19,35.67,21.65,29.53,17.1,14.74,63.47,28.59,87.34,41.44,43.67,21.84,57.67,0.0,0.0
ANSURI_mal_1369,49.43,160.26,36.48,79.38,65.59,82.45,99.21,50.45,35.66,33.18,20.01,26.24,15.64,13.51,53.48,23.32,75.75,38.89,37.27,18.26,54.48,0.0,0.0
ANSURI_mal_1370,67.48,172.6,38.78,91.74,78.28,92.9,114.19,55.17,37.03,36.74,21.62,26.97,16.16,15.84,58.29,25.4,82.55,43.95,41.42,22.59,54.9,0.0,0.0
ANSURI_mal_1371,73.9,176.11,39.97,95.33,78.14,97.23,117.16,57.88,39.35,38.2,23.15,28.4,16.45,16.37,59.36,25.96,83.44,45.35,41.81,22.6,57.9,0.0,0.0
ANSURI_mal_1372,70.27,167.82,40.26,98.48,84.24,95.73,115.47,59.49,37.41,34.91,19.37,28.64,15.86,14.78,56.22,24.84,82.51,40.3,41.16,24.36,55.45,0.0,0.0
ANSURI_mal_1373,65.29,171.54,38.75,91.84,83.93,93.72,110.03,53.24,35.85,31.23,17.97,26.51,16.1,15.53,57.89,26.05,82.29,42.46,41.42,22.93,55.56,0.0,0.0
ANSURI_mal_1374,80.63,177.24,41.2,99.66,90.03,102.58,117.54,60.74,39.94,35.24,23.17,28.72,17.04,15.75,55.95,25.41,83.07,43.99,40.8,23.61,56.81,0.0,0.0
ANSURI_mal_1375,63.78,168.05,39.15,90.87,74.96,89.81,109.47,53.22,38.66,36.74,20.89,30.39,18.12,14.03,56.57,24.59,80.51,40.85,38.46,22.16,55.47,0.0,0.0
ANSURI_mal_1376,58.19,169.65,39.79,88.87,70.5,86.27,109.83,51.54,32.68,33.55,19.96,27.29,16.53,15.77,60.08,27.8,84.9,39.75,43.04,20.85,54.39,0.0,0.0
ANSURI_mal_1377,69.46,171.59,39.84,93.47,78.58,96.71,111.6,60.0,37.12,36.41,21.01,29.2,16.43,14.14,59.41,26.5,85.05,38.14,42.37,21.82,56.48,0.0,0.0
ANSURI_mal_1378,81.41,172.79,41.88,106.59,92.37,98.76,121.67,61.66,40.36,35.23,20.49,30.27,16.56,15.01,59.76,26.41,83.19,42.2,42.34,25.82,57.13,0.0,0.0
ANSURI_mal_1379,61.69,160.69,38.51,91.31,84.61,94.5,105.48,54.62,35.94,33.48,19.76,26.44,15.46,13.07,57.74,25.32,78.19,37.03,39.68,23.02,53.72,0.0,0.0
ANSURI_mal_1380,71.06,177.7,39.25,90.28,83.88,96.53,112.13,57.15,35.97,34.51,20.48,28.88,17.01,14.91,64.26,29.67,89.51,43.03,44.6,22.34,55.48,0.0,0.0
ANSURI_mal_1381,63.14,169.49,39.28,91.98,71.6,90.84,111.22,55.67,34.38,36.32,21.3,29.65,16.34,14.21,57.85,26.58,83.35,37.85,41.14,21.43,55.61,0.0,0.0
ANSURI_mal_1382,69.93,168.61,40.5,92.83,85.03,94.93,110.87,57.16,39.89,38.26,21.62,28.5,16.09,14.8,57.09,24.63,78.47,42.14,39.21,22.03,54.47,0.0,0.0
ANSURI_mal_1383,81.8,174.8,43.21,97.84,88.96,103.38,120.71,62.22,39.24,38.63,22.53,30.99,18.0,15.39,57.52,25.35,81.87,40.48,40.95,22.97,58.28,0.0,0.0
ANSURI_mal_1384,79.64,184.28,42.2,99.89,87.34,94.96,119.82,56.15,37.78,36.13,21.95,28.49,17.45,16.13,63.28,28.38,88.6,46.53,42.82,23.65,58.78,0.0,0.0
ANSURI_mal_1385,78.15,177.88,40.69,96.0,85.68,98.91,113.92,58.4,41.65,39.0,23.78,29.46,17.98,14.44,59.71,26.45,85.94,42.62,41.12,23.23,57.77,0.0,0.0
ANSURI_mal_1386,62.07,168.64,39.14,87.17,74.7,93.34,107.83,55.12,36.16,33.24,20.43,28.9,16.08,14.57,54.69,24.26,81.25,40.33,41.38,20.8,57.63,0.0,0.0
ANSURI_mal_1387,61.44,164.88,38.35,90.43,74.59,90.0,108.58,53.4,37.12,35.87,21.68,27.42,16.54,14.18,56.38,24.83,77.0,40.88,38.85,21.9,55.07,0.0,0.0
ANSURI_mal_1388,88.46,183.04,43.48,104.07,93.09,102.39,124.21,60.95,39.15,37.61,22.04,30.49,18.13,16.18,62.66,28.26,87.88,46.79,43.35,25.17,59.96,0.0,0.0
ANSURI_mal_1389,84.65,189.93,42.07,96.11,84.71,102.11,118.2,60.41,40.38,38.68,23.08,29.7,17.87,15.36,63.89,27.17,94.02,43.37,46.22,22.61,57.65,0.0,0.0
ANSURI_mal_1390,75.26,175.08,42.31,97.53,81.26,98.12,118.37,57.54,39.06,35.38,20.6,31.31,17.36,15.33,58.85,26.01,81.69,44.13,41.88,22.69,57.36,0.0,0.0
ANSURI_mal_1391,89.29,183.75,42.87,105.43,82.91,100.31,127.16,61.02,41.33,43.24,24.78,33.65,18.67,15.1,62.87,27.42,91.83,42.41,46.27,26.22,59.76,0.0,0.0
ANSURI_mal_1392,66.69,175.69,40.38,89.82,75.8,91.55,116.2,53.63,35.77,35.22,20.23,29.69,16.77,16.08,58.79,24.98,82.2,44.12,40.63,20.18,57.69,0.0,0.0
ANSURI_mal_1393,70.86,170.75,40.84,94.38,81.83,94.46,114.99,56.81,38.28,37.46,21.95,30.28,18.22,14.85,60.04,28.27,82.95,40.25,41.97,22.03,56.32,0.0,0.0
ANSURI_mal_1394,80.03,177.56,42.35,99.08,87.69,99.29,119.61,59.71,39.37,37.16,22.13,30.12,18.41,16.37,60.82,27.55,85.72,43.5,44.12,23.43,57.58,0.0,0.0
ANSURI_mal_1395,59.02,169.45,38.97,85.92,71.92,87.9,111.07,51.69,34.35,34.02,20.32,29.02,16.47,15.62,58.17,25.52,82.45,40.16,41.01,19.25,55.7,0.0,0.0
ANSURI_mal_1396,63.34,166.27,39.07,93.43,75.83,91.65,113.75,54.75,36.77,35.3,21.21,26.97,16.36,15.4,52.9,23.64,76.57,40.52,39.8,20.84,55.53,0.0,0.0
ANSURI_mal_1397,61.72,170.02,39.38,90.64,74.19,89.9,109.36,53.45,33.79,34.0,19.69,27.97,16.44,14.63,54.94,25.01,81.66,42.07,42.11,22.26,54.56,0.0,0.0
ANSURI_mal_1398,70.12,174.73,40.29,93.89,77.64,95.34,111.55,56.19,37.53,35.92,21.42,28.65,17.03,14.34,61.66,27.57,86.34,41.0,44.07,24.18,58.36,0.0,0.0
ANSURI_mal_1399,67.96,178.05,39.41,91.45,76.81,92.53,111.79,54.4,37.06,36.34,20.87,29.24,16.23,14.87,61.69,26.05,89.25,42.51,44.52,21.79,55.09,0.0,0.0
ANSURI_mal_1400,90.87,174.1,44.54,109.65,98.96,106.08,125.17,64.71,39.35,39.33,22.91,31.55,18.46,14.59,59.7,26.59,83.54,43.91,39.48,26.23,57.26,0.0,0.0
ANSURI_mal_1401,75.72,169.21,40.61,100.87,93.78,98.96,115.57,58.11,38.11,36.62,21.31,28.99,16.65,14.88,58.16,25.86,82.7,40.67,40.09,25.38,55.47,0.0,0.0
ANSURI_mal_1402,87.03,175.87,44.02,101.6,84.57,104.94,124.7,64.51,40.75,41.63,24.18,33.28,18.44,16.21,59.45,25.74,82.65,42.66,39.66,25.12,59.6,0.0,0.0
ANSURI_mal_1403,74.9,169.62,42.68,101.05,90.49,95.31,118.55,55.26,37.49,36.19,21.59,30.08,17.38,14.35,57.24,24.33,78.91,42.65,39.25,24.26,56.54,0.0,0.0
ANSURI_mal_1404,82.23,182.34,41.45,99.26,83.47,99.15,121.85,60.38,38.15,41.42,23.13,31.41,17.79,16.33,66.3,29.94,93.89,40.45,47.77,23.75,57.35,0.0,0.0
ANSURI_mal_1405,63.21,168.14,40.66,91.06,77.05,90.22,113.8,55.82,35.69,34.28,19.56,27.5,16.28,14.36,56.91,25.16,77.67,43.07,38.24,19.08,56.35,0.0,0.0
ANSURI_mal_1406,85.64,176.5,41.55,101.05,92.96,105.13,116.11,63.19,41.59,42.05,23.43,29.2,17.37,14.71,60.86,26.68,84.71,44.16,40.57,24.38,56.41,0.0,0.0
ANSURI_mal_1407,74.14,177.79,41.13,95.84,79.79,96.68,118.1,57.2,37.5,35.7,21.34,30.16,16.99,15.91,60.27,26.59,84.7,43.7,42.41,22.78,56.9,0.0,0.0
ANSURI_mal_1408,92.74,183.78,43.68,103.87,93.15,104.32,123.44,63.41,41.94,40.17,23.42,32.55,19.03,15.33,63.55,27.41,88.39,44.85,43.83,25.9,58.76,0.0,0.0
ANSURI_mal_1409,77.44,175.35,40.4,98.31,84.44,100.43,115.55,60.79,37.99,37.61,21.24,31.65,16.62,14.61,63.57,28.27,87.12,41.45,43.55,24.09,55.19,0.0,0.0
ANSURI_mal_1410,67.56,171.82,39.61,93.43,78.73,93.66,111.28,55.56,36.34,35.92,22.05,28.51,16.43,14.77,57.17,25.96,81.91,42.38,40.77,22.2,56.87,0.0,0.0
ANSURI_mal_1411,74.69,179.45,40.06,97.1,81.48,94.82,116.07,56.39,39.15,38.88,21.42,30.28,17.69,16.74,59.54,27.0,88.5,42.5,43.62,22.63,56.64,0.0,0.0
ANSURI_mal_1412,73.12,176.83,41.28,95.51,81.31,95.54,113.24,56.76,38.05,38.52,22.57,28.23,17.27,15.25,59.49,26.49,85.72,43.24,43.21,22.83,54.66,0.0,0.0
ANSURI_mal_1413,81.61,171.2,42.47,102.49,88.58,102.23,120.52,60.94,39.33,39.76,22.63,33.22,18.61,14.42,61.47,28.01,84.23,41.32,41.58,25.23,57.51,0.0,0.0
ANSURI_mal_1414,70.4,176.35,40.73,93.96,78.47,94.72,112.56,56.15,36.29,36.13,20.95,28.87,16.42,14.91,60.46,27.43,85.98,43.37,42.68,23.2,57.99,0.0,0.0
ANSURI_mal_1415,55.66,166.14,38.0,86.65,70.18,84.59,108.76,48.87,33.1,34.93,21.03,28.07,16.62,15.85,56.91,26.0,79.07,41.6,39.97,19.92,54.3,0.0,0.0
ANSURI_mal_1416,81.48,173.37,41.97,100.08,94.49,103.32,118.9,61.07,39.16,36.46,21.8,28.62,16.5,15.05,57.68,25.32,79.79,43.3,40.78,23.75,58.06,0.0,0.0
ANSURI_mal_1417,97.87,185.35,44.77,113.33,99.06,106.36,128.47,62.73,40.68,37.41,23.78,32.08,19.07,16.25,61.76,26.55,89.82,45.62,45.11,27.41,57.92,0.0,0.0
ANSURI_mal_1418,84.94,185.51,41.84,100.66,89.83,101.51,118.95,60.6,38.21,36.79,21.61,30.32,17.86,14.97,62.61,27.43,90.5,44.59,45.67,24.7,56.8,0.0,0.0
ANSURI_mal_1419,67.4,176.43,39.51,94.73,77.65,91.23,112.82,52.68,34.5,33.55,19.95,30.6,16.96,15.57,61.46,26.89,84.14,43.38,42.88,22.03,56.55,0.0,0.0
ANSURI_mal_1420,91.24,175.37,42.77,107.83,95.39,108.1,122.29,66.13,42.39,40.45,23.63,31.81,17.78,15.68,56.96,26.1,82.18,45.08,39.99,25.44,56.62,0.0,0.0
ANSURI_mal_1421,89.79,176.49,42.41,106.72,96.36,106.91,120.17,63.58,41.06,40.21,22.21,30.19,17.35,15.39,60.04,25.99,82.63,44.87,39.46,26.15,59.19,0.0,0.0
ANSURI_mal_1422,80.46,186.72,41.88,98.14,81.19,98.22,120.31,59.08,36.64,36.48,21.89,31.43,17.15,15.61,64.5,29.29,93.28,43.24,46.17,23.6,59.02,0.0,0.0
ANSURI_mal_1423,85.32,182.04,41.31,100.99,87.52,105.41,119.57,62.53,39.41,38.42,21.93,29.44,17.36,16.34,60.63,26.8,87.3,45.65,44.96,24.27,58.25,0.0,0.0
ANSURI_mal_1424,68.54,172.5,41.28,95.18,82.57,91.6,112.98,53.64,34.75,34.74,20.93,27.72,16.84,14.5,56.14,24.91,80.37,44.74,39.47,23.81,56.81,0.0,0.0
ANSURI_mal_1425,67.31,183.41,39.16,92.1,77.36,90.28,114.53,52.02,34.87,33.98,20.21,28.27,16.87,16.89,60.96,27.42,91.78,44.38,44.56,21.06,56.31,0.0,0.0
ANSURI_mal_1426,84.23,171.26,42.38,104.58,94.63,103.36,116.68,62.76,42.47,39.91,22.0,31.58,17.67,14.17,57.01,24.35,82.03,40.56,40.94,27.17,56.1,0.0,0.0
ANSURI_mal_1427,63.34,159.69,38.61,94.89,84.32,92.22,107.52,56.68,37.71,34.52,20.61,27.51,15.82,13.95,53.51,23.5,76.98,38.82,37.98,24.42,56.0,0.0,0.0
ANSURI_mal_1428,77.41,175.55,40.74,97.53,86.22,101.86,113.82,59.57,37.76,38.1,22.97,28.95,16.53,14.24,60.55,27.12,85.31,44.24,41.87,23.75,55.88,0.0,0.0
ANSURI_mal_1429,85.63,184.19,44.12,98.31,80.31,101.66,123.34,61.74,41.0,40.67,23.36,32.4,18.82,17.39,64.23,30.38,89.54,43.13,44.53,23.53,57.23,0.0,0.0
ANSURI_mal_1430,92.42,181.81,43.84,104.99,94.01,104.81,126.25,63.0,42.03,40.48,23.9,31.76,19.14,15.7,62.21,26.63,86.91,45.49,42.75,24.78,58.58,0.0,0.0
ANSURI_mal_1431,83.2,176.14,41.14,103.33,94.32,102.55,118.5,62.18,40.57,35.26,20.99,28.62,17.52,15.8,60.43,27.34,83.58,42.85,40.71,24.72,57.01,0.0,0.0
ANSURI_mal_1432,102.28,177.0,43.71,110.33,93.53,114.92,130.37,74.09,43.49,43.27,23.56,34.26,18.74,14.87,64.95,28.88,86.7,41.0,43.36,27.95,57.38,0.0,0.0
ANSURI_mal_1433,80.8,176.32,42.18,104.28,88.86,98.53,121.25,57.78,41.05,37.36,23.0,29.7,17.84,16.96,57.54,25.41,83.73,44.37,41.09,24.45,57.68,0.0,0.0
ANSURI_mal_1434,72.89,175.65,39.93,93.85,83.38,95.09,113.04,55.58,38.75,39.89,24.17,27.9,17.1,15.52,59.23,26.55,85.75,43.16,41.54,23.39,56.42,0.0,0.0
ANSURI_mal_1435,58.09,164.26,39.5,92.1,71.68,86.51,112.91,49.41,34.38,33.84,19.96,28.37,15.27,14.83,57.05,24.66,78.48,40.6,40.0,21.6,54.96,0.0,0.0
ANSURI_mal_1436,74.31,171.66,39.83,100.46,82.66,99.03,118.03,59.31,39.54,36.04,21.32,27.85,16.08,15.7,57.38,24.98,83.29,40.72,40.11,24.95,55.44,0.0,0.0
ANSURI_mal_1437,75.48,175.04,41.23,98.08,82.29,98.12,119.89,59.21,37.57,35.88,21.3,30.79,17.4,15.6,61.97,28.13,86.33,40.07,42.5,22.93,58.15,0.0,0.0
ANSURI_mal_1438,71.69,172.41,40.37,93.7,81.85,96.0,114.25,56.98,39.79,37.37,23.79,27.79,16.43,15.35,56.82,24.32,79.68,43.43,38.8,22.08,56.67,0.0,0.0
ANSURI_mal_1439,85.32,181.08,42.05,102.32,86.4,102.28,121.09,60.68,40.85,39.17,22.76,32.52,18.95,15.37,63.05,29.48,88.76,43.49,43.73,24.33,57.29,0.0,0.0
ANSURI_mal_1440,76.03,171.01,40.89,98.34,83.69,97.99,120.11,58.96,39.32,37.42,21.26,29.88,18.09,16.52,58.53,25.55,77.89,43.94,37.94,24.02,56.76,0.0,0.0
ANSURI_mal_1441,77.48,169.76,41.31,98.22,85.09,99.66,117.62,61.18,40.1,39.45,23.33,29.53,17.93,15.71,56.47,25.35,77.45,44.11,38.34,24.49,56.78,0.0,0.0
ANSURI_mal_1442,72.06,173.15,40.82,95.06,80.64,95.77,113.27,56.58,38.23,36.6,21.88,30.95,18.29,14.78,57.27,25.4,79.65,43.41,39.59,22.05,58.08,0.0,0.0
ANSURI_mal_1443,57.72,161.28,38.75,86.42,72.76,90.18,108.95,54.72,34.92,35.76,19.63,27.73,15.61,14.69,54.86,24.12,79.35,36.9,39.28,20.72,53.3,0.0,0.0
ANSURI_mal_1444,73.44,176.45,40.87,96.47,78.6,95.8,118.75,56.22,38.19,37.62,22.0,30.49,17.05,15.37,58.99,26.09,84.97,43.42,41.82,22.75,55.18,0.0,0.0
ANSURI_mal_1445,80.44,167.68,40.64,104.84,97.08,103.73,117.05,61.48,39.93,36.47,20.32,28.77,15.63,14.81,58.84,25.27,79.01,41.59,40.25,26.27,55.64,0.0,0.0
ANSURI_mal_1446,79.6,176.66,41.05,99.55,86.54,98.87,115.6,59.88,40.28,38.28,22.8,29.29,17.62,14.47,61.74,26.18,82.98,42.74,41.46,24.43,56.56,0.0,0.0
ANSURI_mal_1447,52.44,164.35,37.63,86.97,69.99,84.49,105.54,48.45,31.11,30.15,18.47,25.51,16.04,14.51,55.96,24.3,80.12,40.38,39.68,20.77,54.23,0.0,0.0
ANSURI_mal_1448,80.17,175.05,40.01,102.94,92.92,100.97,114.85,60.94,39.65,36.01,20.86,28.14,16.87,14.98,57.27,24.67,82.57,42.88,41.26,24.83,56.83,0.0,0.0
ANSURI_mal_1449,78.98,178.95,41.31,98.72,86.44,99.34,119.4,59.87,37.62,36.59,22.44,28.39,17.24,16.68,60.85,27.18,86.05,44.55,40.45,23.7,56.78,0.0,0.0
ANSURI_mal_1450,75.86,166.57,41.55,99.71,88.66,100.69,117.46,60.37,38.52,38.9,22.37,29.39,16.63,14.79,55.67,24.31,78.01,40.74,38.31,24.18,57.2,0.0,0.0
ANSURI_mal_1451,74.9,181.5,39.47,95.05,81.77,96.5,114.91,57.4,39.06,35.57,23.01,29.25,16.93,16.56,60.05,26.51,86.33,46.27,42.28,21.48,56.7,0.0,0.0
ANSURI_mal_1452,88.1,188.02,41.86,101.06,85.1,104.92,119.94,63.2,39.36,39.1,23.31,30.37,18.99,16.18,67.27,30.97,93.6,43.28,46.88,23.31,57.5,0.0,0.0
ANSURI_mal_1453,62.63,168.46,39.02,89.89,77.93,90.36,108.69,52.19,35.73,36.12,20.52,28.47,15.89,15.18,56.69,25.56,79.39,43.64,39.36,21.4,55.23,0.0,0.0
ANSURI_mal_1454,81.6,176.17,41.7,102.13,89.19,99.38,119.43,60.26,41.21,38.3,22.61,29.64,18.24,16.02,60.86,26.66,85.38,45.32,40.27,25.13,55.81,0.0,0.0
ANSURI_mal_1455,77.5,172.94,41.02,100.08,85.57,100.46,117.8,61.06,39.56,38.29,21.39,30.13,16.09,14.81,59.88,25.72,86.14,41.96,40.77,24.69,55.02,0.0,0.0
ANSURI_mal_1456,73.1,163.82,42.0,98.88,85.9,98.99,115.63,59.12,39.03,38.96,22.43,31.11,17.02,14.2,54.55,23.74,76.0,39.33,36.76,23.57,55.75,0.0,0.0
ANSURI_mal_1457,88.98,184.61,43.03,100.19,89.29,103.55,118.68,61.24,42.55,41.65,23.95,33.11,18.64,15.49,63.52,27.99,90.87,45.08,43.84,24.49,58.65,0.0,0.0
ANSURI_mal_1458,74.57,182.79,40.44,95.66,80.23,96.36,115.12,59.66,38.26,34.74,20.23,28.53,16.35,15.45,62.15,27.45,91.29,43.06,44.58,22.08,56.15,0.0,0.0
ANSURI_mal_1459,89.67,180.78,44.06,102.68,93.62,104.39,122.77,62.89,44.01,38.7,22.7,31.18,18.53,15.92,63.81,29.47,91.04,43.88,44.47,25.81,59.97,0.0,0.0
ANSURI_mal_1460,74.56,173.16,39.28,99.91,85.26,97.63,111.4,57.05,39.08,37.6,22.36,27.87,17.19,14.78,57.57,24.98,81.96,43.81,40.28,25.31,56.76,0.0,0.0
ANSURI_mal_1461,47.79,164.09,35.8,79.3,67.94,84.37,99.03,47.91,30.23,30.67,17.72,23.23,14.2,14.29,54.02,24.7,79.78,38.61,40.0,18.7,52.09,0.0,0.0
ANSURI_mal_1462,65.58,158.75,40.57,96.19,86.28,92.51,112.29,55.42,37.2,36.73,20.36,27.61,16.38,15.12,52.71,23.21,71.65,41.39,34.48,23.45,56.58,0.0,0.0
ANSURI_mal_1463,107.23,182.93,44.77,115.32,107.93,113.47,121.84,69.91,44.94,42.76,23.65,31.54,18.22,13.72,63.01,27.49,87.24,43.66,42.48,28.92,59.24,0.0,0.0
ANSURI_mal_1464,95.34,180.6,44.72,111.62,101.29,103.07,122.91,59.9,41.95,39.06,23.08,32.62,19.14,14.18,61.07,26.84,83.53,47.24,40.98,28.41,59.82,0.0,0.0
ANSURI_mal_1465,68.92,164.71,39.99,93.42,85.81,96.36,112.43,58.0,38.4,35.73,20.01,28.01,16.24,15.43,57.37,24.97,76.0,42.28,37.48,23.17,56.59,0.0,0.0
ANSURI_mal_1466,79.57,170.99,41.77,103.03,88.38,100.46,122.33,59.98,38.52,39.08,22.06,31.4,17.25,15.52,59.01,25.42,80.95,41.72,39.26,24.23,54.13,0.0,0.0
