weight,stature,calf_circumference,biacromial_breadth,bicristal_breadth,waist_circumference,biceps_circumference_flexed
619.0,1609.0,369.0,360.0,233.0,843.0,286.0
587.0,1651.0,347.0,355.0,236.0,800.0,269.0
641.0,1618.0,347.0,367.0,215.0,802.0,282.0
634.0,1752.0,354.0,382.0,233.0,706.0,286.0
653.0,1606.0,395.0,387.0,198.0,695.0,309.0
528.0,1610.0,337.0,347.0,203.0,726.0,245.0
655.0,1702.0,354.0,379.0,236.0,834.0,273.0
861.0,1712.0,388.0,391.0,220.0,980.0,328.0
704.0,1706.0,349.0,383.0,248.0,929.0,285.0
516.0,1570.0,321.0,349.0,205.0,765.0,275.0
726.0,1604.0,355.0,352.0,227.0,971.0,315.0
750.0,1650.0,358.0,376.0,246.0,947.0,326.0
688.0,1643.0,353.0,384.0,197.0,824.0,314.0
620.0,1613.0,358.0,345.0,219.0,817.0,291.0
753.0,1661.0,399.0,392.0,183.0,801.0,309.0
693.0,1607.0,382.0,362.0,238.0,933.0,303.0
603.0,1561.0,374.0,347.0,208.0,752.0,278.0
603.0,1606.0,327.0,372.0,239.0,801.0,295.0
520.0,1480.0,353.0,328.0,210.0,760.0,281.0
559.0,1648.0,335.0,397.0,206.0,675.0,275.0
730.0,1626.0,357.0,368.0,205.0,892.0,310.0
654.0,1563.0,348.0,365.0,215.0,878.0,280.0
582.0,1633.0,348.0,349.0,192.0,763.0,266.0
649.0,1685.0,338.0,373.0,218.0,779.0,290.0
687.0,1721.0,375.0,396.0,264.0,803.0,270.0
556.0,1615.0,319.0,385.0,203.0,693.0,272.0
603.0,1626.0,335.0,360.0,194.0,689.0,315.0
532.0,1630.0,323.0,345.0,222.0,708.0,271.0
570.0,1599.0,354.0,346.0,244.0,787.0,271.0
650.0,1657.0,375.0,345.0,201.0,778.0,280.0
597.0,1583.0,353.0,381.0,203.0,756.0,285.0
560.0,1513.0,344.0,339.0,210.0,768.0,266.0
628.0,1598.0,368.0,345.0,220.0,779.0,312.0
644.0,1617.0,381.0,363.0,225.0,816.0,275.0
646.0,1677.0,340.0,348.0,222.0,808.0,287.0
513.0,1576.0,353.0,330.0,241.0,699.0,267.0
590.0,1705.0,355.0,370.0,211.0,738.0,277.0
708.0,1732.0,351.0,379.0,217.0,787.0,300.0
628.0,1682.0,358.0,376.0,235.0,816.0,270.0
691.0,1570.0,369.0,369.0,215.0,900.0,322.0
635.0,1646.0,370.0,385.0,242.0,746.0,288.0
783.0,1689.0,393.0,389.0,211.0,919.0,331.0
636.0,1621.0,372.0,373.0,235.0,803.0,280.0
648.0,1572.0,394.0,383.0,235.0,875.0,295.0
507.0,1560.0,317.0,342.0,223.0,736.0,265.0
450.0,1579.0,306.0,357.0,232.0,670.0,235.0
621.0,1728.0,308.0,387.0,209.0,840.0,260.0
618.0,1667.0,342.0,388.0,222.0,819.0,272.0
556.0,1617.0,320.0,382.0,223.0,708.0,270.0
478.0,1581.0,303.0,357.0,151.0,663.0,250.0
549.0,1701.0,353.0,391.0,230.0,689.0,243.0
554.0,1675.0,333.0,371.0,249.0,766.0,240.0
529.0,1567.0,328.0,326.0,218.0,802.0,246.0
473.0,1555.0,295.0,341.0,251.0,815.0,235.0
679.0,1616.0,379.0,354.0,252.0,805.0,308.0
578.0,1537.0,360.0,334.0,205.0,798.0,284.0
527.0,1666.0,320.0,370.0,180.0,664.0,240.0
520.0,1602.0,322.0,365.0,198.0,731.0,275.0
750.0,1756.0,374.0,363.0,243.0,832.0,304.0
694.0,1676.0,360.0,370.0,246.0,862.0,283.0
676.0,1628.0,378.0,376.0,242.0,772.0,301.0
668.0,1700.0,368.0,354.0,225.0,873.0,307.0
618.0,1578.0,360.0,360.0,218.0,828.0,280.0
661.0,1657.0,354.0,373.0,248.0,931.0,308.0
514.0,1584.0,334.0,342.0,208.0,747.0,255.0
553.0,1714.0,319.0,381.0,230.0,751.0,250.0
916.0,1738.0,390.0,411.0,233.0,948.0,335.0
790.0,1579.0,392.0,349.0,245.0,1031.0,326.0
652.0,1660.0,359.0,366.0,187.0,768.0,290.0
579.0,1561.0,340.0,352.0,197.0,758.0,284.0
743.0,1645.0,387.0,357.0,220.0,895.0,315.0
690.0,1685.0,374.0,370.0,229.0,730.0,328.0
667.0,1642.0,364.0,377.0,210.0,887.0,285.0
541.0,1642.0,335.0,353.0,196.0,738.0,253.0
439.0,1568.0,320.0,354.0,233.0,642.0,235.0
501.0,1587.0,337.0,340.0,200.0,664.0,255.0
726.0,1710.0,366.0,386.0,237.0,868.0,305.0
634.0,1558.0,322.0,326.0,220.0,914.0,286.0
669.0,1700.0,376.0,371.0,245.0,773.0,273.0
511.0,1555.0,341.0,321.0,181.0,675.0,244.0
627.0,1587.0,364.0,348.0,243.0,869.0,307.0
511.0,1552.0,340.0,369.0,213.0,658.0,271.0
714.0,1776.0,352.0,321.0,222.0,800.0,297.0
655.0,1562.0,362.0,354.0,202.0,811.0,303.0
548.0,1673.0,308.0,356.0,206.0,717.0,252.0
652.0,1662.0,350.0,380.0,209.0,831.0,285.0
611.0,1669.0,330.0,356.0,201.0,770.0,282.0
766.0,1701.0,390.0,388.0,215.0,936.0,282.0
608.0,1628.0,334.0,384.0,212.0,827.0,271.0
572.0,1622.0,341.0,362.0,201.0,761.0,265.0
524.0,1567.0,322.0,348.0,213.0,825.0,245.0
699.0,1711.0,369.0,385.0,245.0,815.0,279.0
644.0,1654.0,350.0,327.0,241.0,822.0,287.0
627.0,1652.0,345.0,367.0,265.0,807.0,296.0
567.0,1578.0,342.0,339.0,228.0,789.0,270.0
818.0,1680.0,385.0,371.0,243.0,975.0,330.0
509.0,1597.0,328.0,354.0,222.0,728.0,260.0
572.0,1597.0,348.0,338.0,228.0,821.0,265.0
617.0,1557.0,349.0,360.0,228.0,742.0,293.0
601.0,1762.0,323.0,367.0,227.0,722.0,242.0
526.0,1667.0,313.0,355.0,229.0,746.0,244.0
504.0,1540.0,331.0,317.0,216.0,698.0,246.0
626.0,1618.0,367.0,356.0,241.0,742.0,285.0
526.0,1589.0,326.0,328.0,230.0,770.0,255.0
553.0,1570.0,333.0,353.0,205.0,765.0,269.0
708.0,1635.0,374.0,358.0,214.0,796.0,299.0
585.0,1592.0,334.0,362.0,215.0,783.0,276.0
552.0,1595.0,349.0,343.0,257.0,730.0,255.0
518.0,1565.0,335.0,331.0,247.0,788.0,251.0
634.0,1652.0,354.0,367.0,208.0,796.0,291.0
631.0,1636.0,366.0,348.0,238.0,775.0,270.0
548.0,1712.0,328.0,392.0,237.0,693.0,253.0
682.0,1740.0,365.0,358.0,200.0,767.0,292.0
545.0,1668.0,318.0,355.0,221.0,738.0,280.0
600.0,1578.0,369.0,336.0,196.0,725.0,281.0
618.0,1593.0,359.0,363.0,218.0,798.0,280.0
544.0,1615.0,344.0,334.0,252.0,766.0,278.0
676.0,1652.0,364.0,367.0,208.0,782.0,302.0
632.0,1622.0,373.0,360.0,200.0,742.0,285.0
750.0,1658.0,369.0,360.0,198.0,927.0,325.0
583.0,1557.0,364.0,345.0,187.0,720.0,305.0
597.0,1595.0,331.0,342.0,195.0,725.0,285.0
672.0,1590.0,345.0,343.0,244.0,965.0,313.0
551.0,1589.0,316.0,341.0,208.0,751.0,283.0
803.0,1620.0,364.0,388.0,198.0,922.0,366.0
619.0,1580.0,353.0,354.0,230.0,816.0,261.0
510.0,1568.0,355.0,373.0,182.0,690.0,262.0
587.0,1734.0,328.0,368.0,248.0,724.0,255.0
616.0,1674.0,360.0,365.0,210.0,756.0,272.0
471.0,1603.0,317.0,351.0,225.0,646.0,256.0
622.0,1674.0,370.0,348.0,235.0,782.0,285.0
654.0,1603.0,381.0,347.0,225.0,750.0,300.0
712.0,1686.0,353.0,347.0,176.0,778.0,285.0
493.0,1607.0,325.0,352.0,199.0,697.0,247.0
557.0,1623.0,322.0,354.0,191.0,769.0,260.0
667.0,1632.0,369.0,380.0,216.0,851.0,302.0
611.0,1617.0,325.0,354.0,220.0,795.0,275.0
560.0,1706.0,359.0,354.0,233.0,782.0,235.0
641.0,1553.0,373.0,348.0,211.0,780.0,301.0
413.0,1493.0,301.0,312.0,203.0,694.0,230.0
620.0,1522.0,362.0,352.0,224.0,874.0,321.0
516.0,1594.0,328.0,346.0,212.0,668.0,255.0
785.0,1636.0,372.0,353.0,222.0,977.0,326.0
572.0,1733.0,328.0,382.0,219.0,746.0,262.0
697.0,1623.0,342.0,335.0,216.0,892.0,312.0
580.0,1555.0,373.0,353.0,192.0,716.0,285.0
571.0,1687.0,322.0,348.0,243.0,704.0,253.0
705.0,1705.0,329.0,370.0,251.0,963.0,277.0
599.0,1573.0,355.0,337.0,231.0,864.0,285.0
825.0,1738.0,373.0,351.0,251.0,979.0,322.0
504.0,1536.0,348.0,343.0,202.0,700.0,283.0
627.0,1541.0,363.0,355.0,238.0,820.0,280.0
648.0,1636.0,346.0,376.0,217.0,811.0,287.0
773.0,1756.0,361.0,390.0,240.0,970.0,294.0
695.0,1640.0,357.0,374.0,245.0,949.0,287.0
897.0,1730.0,426.0,372.0,265.0,1027.0,332.0
528.0,1597.0,347.0,358.0,202.0,667.0,260.0
661.0,1701.0,370.0,351.0,219.0,791.0,284.0
594.0,1597.0,343.0,327.0,213.0,833.0,288.0
707.0,1728.0,379.0,360.0,243.0,850.0,296.0
532.0,1571.0,318.0,350.0,201.0,735.0,285.0
625.0,1633.0,333.0,354.0,219.0,804.0,270.0
623.0,1665.0,348.0,361.0,195.0,723.0,263.0
583.0,1643.0,322.0,361.0,223.0,783.0,273.0
727.0,1631.0,314.0,311.0,248.0,933.0,312.0
477.0,1534.0,316.0,353.0,218.0,807.0,260.0
723.0,1731.0,370.0,371.0,214.0,845.0,280.0
518.0,1565.0,328.0,365.0,197.0,704.0,258.0
635.0,1658.0,342.0,343.0,245.0,903.0,272.0
644.0,1602.0,368.0,365.0,254.0,871.0,289.0
659.0,1580.0,347.0,356.0,276.0,1045.0,306.0
548.0,1584.0,332.0,341.0,200.0,806.0,280.0
615.0,1752.0,366.0,357.0,220.0,722.0,257.0
846.0,1666.0,375.0,382.0,258.0,1002.0,326.0
566.0,1613.0,327.0,361.0,232.0,798.0,285.0
560.0,1575.0,343.0,361.0,218.0,797.0,273.0
560.0,1634.0,322.0,371.0,188.0,660.0,245.0
635.0,1628.0,374.0,363.0,216.0,773.0,290.0
687.0,1612.0,381.0,371.0,241.0,854.0,299.0
662.0,1784.0,352.0,376.0,263.0,820.0,273.0
631.0,1598.0,415.0,335.0,215.0,677.0,275.0
602.0,1627.0,353.0,358.0,187.0,695.0,292.0
774.0,1732.0,382.0,400.0,285.0,911.0,306.0
627.0,1572.0,338.0,341.0,202.0,849.0,290.0
587.0,1569.0,365.0,357.0,192.0,734.0,273.0
540.0,1548.0,344.0,348.0,223.0,731.0,245.0
623.0,1660.0,369.0,367.0,202.0,688.0,260.0
711.0,1627.0,369.0,375.0,217.0,796.0,312.0
613.0,1578.0,359.0,366.0,223.0,826.0,283.0
748.0,1675.0,390.0,340.0,238.0,855.0,312.0
526.0,1521.0,351.0,333.0,196.0,716.0,270.0
547.0,1556.0,337.0,340.0,220.0,743.0,265.0
580.0,1637.0,333.0,369.0,218.0,755.0,287.0
613.0,1610.0,373.0,358.0,210.0,746.0,290.0
628.0,1699.0,343.0,359.0,227.0,797.0,279.0
622.0,1703.0,367.0,360.0,178.0,680.0,297.0
449.0,1577.0,311.0,344.0,198.0,613.0,243.0
588.0,1594.0,338.0,334.0,209.0,816.0,270.0
785.0,1707.0,378.0,379.0,236.0,829.0,315.0
619.0,1642.0,350.0,351.0,198.0,767.0,280.0
572.0,1575.0,362.0,354.0,221.0,701.0,272.0
672.0,1665.0,346.0,373.0,214.0,768.0,291.0
610.0,1647.0,348.0,363.0,177.0,677.0,305.0
715.0,1670.0,349.0,364.0,253.0,909.0,308.0
545.0,1564.0,328.0,319.0,217.0,716.0,270.0
634.0,1651.0,342.0,385.0,205.0,776.0,283.0
682.0,1596.0,390.0,336.0,247.0,897.0,282.0
557.0,1666.0,353.0,388.0,232.0,772.0,267.0
729.0,1767.0,366.0,385.0,263.0,869.0,273.0
689.0,1700.0,363.0,329.0,220.0,779.0,305.0
672.0,1676.0,357.0,365.0,213.0,773.0,270.0
750.0,1673.0,350.0,363.0,207.0,813.0,337.0
591.0,1648.0,349.0,373.0,213.0,713.0,285.0
593.0,1576.0,325.0,346.0,202.0,827.0,267.0
608.0,1566.0,335.0,368.0,201.0,812.0,260.0
571.0,1549.0,329.0,370.0,186.0,734.0,293.0
592.0,1603.0,355.0,350.0,224.0,835.0,275.0
525.0,1624.0,341.0,377.0,188.0,663.0,266.0
642.0,1580.0,346.0,343.0,213.0,977.0,296.0
612.0,1551.0,345.0,348.0,205.0,875.0,272.0
721.0,1634.0,384.0,357.0,235.0,848.0,315.0
530.0,1460.0,342.0,342.0,215.0,764.0,283.0
620.0,1620.0,356.0,350.0,220.0,791.0,297.0
746.0,1629.0,392.0,348.0,232.0,918.0,325.0
532.0,1537.0,363.0,307.0,183.0,702.0,285.0
722.0,1728.0,372.0,379.0,234.0,860.0,282.0
537.0,1550.0,353.0,352.0,213.0,775.0,270.0
567.0,1635.0,336.0,351.0,190.0,705.0,278.0
592.0,1608.0,333.0,350.0,213.0,763.0,275.0
462.0,1477.0,332.0,321.0,233.0,653.0,261.0
629.0,1605.0,330.0,367.0,207.0,810.0,294.0
813.0,1727.0,380.0,392.0,236.0,911.0,322.0
787.0,1610.0,339.0,343.0,257.0,1108.0,306.0
796.0,1644.0,379.0,372.0,209.0,937.0,345.0
605.0,1638.0,348.0,356.0,190.0,705.0,275.0
609.0,1560.0,371.0,344.0,201.0,843.0,300.0
625.0,1703.0,345.0,348.0,220.0,754.0,261.0
489.0,1623.0,312.0,368.0,178.0,648.0,241.0
522.0,1478.0,329.0,328.0,209.0,810.0,254.0
621.0,1627.0,355.0,340.0,210.0,778.0,300.0
550.0,1580.0,305.0,350.0,214.0,798.0,290.0
700.0,1626.0,357.0,361.0,195.0,817.0,296.0
636.0,1669.0,332.0,357.0,216.0,857.0,275.0
701.0,1694.0,353.0,374.0,217.0,873.0,295.0
544.0,1554.0,323.0,362.0,181.0,749.0,295.0
648.0,1710.0,352.0,385.0,204.0,733.0,282.0
606.0,1578.0,366.0,354.0,227.0,747.0,306.0
540.0,1518.0,324.0,340.0,206.0,805.0,291.0
694.0,1673.0,339.0,353.0,229.0,807.0,290.0
651.0,1603.0,379.0,353.0,203.0,747.0,292.0
525.0,1548.0,321.0,332.0,182.0,753.0,285.0
560.0,1592.0,346.0,366.0,243.0,765.0,255.0
465.0,1637.0,305.0,358.0,200.0,621.0,215.0
747.0,1693.0,375.0,339.0,233.0,908.0,311.0
626.0,1723.0,369.0,367.0,229.0,775.0,284.0
584.0,1691.0,369.0,376.0,229.0,674.0,268.0
510.0,1598.0,340.0,345.0,213.0,665.0,264.0
568.0,1546.0,328.0,352.0,202.0,841.0,272.0
634.0,1588.0,348.0,364.0,167.0,765.0,314.0
718.0,1551.0,415.0,341.0,211.0,915.0,330.0
609.0,1592.0,361.0,380.0,188.0,693.0,290.0
613.0,1556.0,361.0,332.0,205.0,825.0,283.0
645.0,1642.0,360.0,378.0,236.0,857.0,275.0
585.0,1662.0,328.0,370.0,225.0,694.0,268.0
930.0,1732.0,403.0,381.0,225.0,963.0,357.0
611.0,1663.0,343.0,372.0,217.0,810.0,270.0
692.0,1662.0,362.0,340.0,231.0,857.0,312.0
556.0,1607.0,323.0,362.0,236.0,784.0,262.0
665.0,1577.0,346.0,337.0,215.0,931.0,332.0
522.0,1581.0,342.0,339.0,227.0,676.0,263.0
571.0,1587.0,353.0,354.0,223.0,701.0,272.0
605.0,1580.0,343.0,326.0,217.0,810.0,278.0
563.0,1588.0,358.0,352.0,233.0,724.0,283.0
627.0,1615.0,355.0,368.0,224.0,800.0,286.0
699.0,1634.0,363.0,360.0,238.0,954.0,295.0
677.0,1674.0,411.0,349.0,182.0,703.0,293.0
626.0,1623.0,335.0,365.0,241.0,828.0,285.0
485.0,1603.0,307.0,331.0,181.0,691.0,266.0
710.0,1752.0,383.0,387.0,277.0,837.0,286.0
548.0,1576.0,355.0,342.0,176.0,648.0,267.0
590.0,1672.0,345.0,345.0,223.0,701.0,272.0
680.0,1671.0,352.0,387.0,244.0,841.0,275.0
611.0,1640.0,369.0,374.0,234.0,723.0,290.0
600.0,1691.0,337.0,381.0,220.0,753.0,265.0
756.0,1664.0,376.0,354.0,237.0,861.0,323.0
642.0,1700.0,361.0,362.0,260.0,785.0,290.0
716.0,1598.0,354.0,347.0,231.0,929.0,331.0
416.0,1483.0,303.0,320.0,220.0,715.0,231.0
727.0,1523.0,378.0,331.0,257.0,924.0,337.0
629.0,1642.0,343.0,393.0,231.0,778.0,282.0
613.0,1618.0,373.0,353.0,230.0,782.0,261.0
433.0,1533.0,291.0,354.0,235.0,680.0,254.0
448.0,1493.0,302.0,309.0,186.0,659.0,250.0
625.0,1612.0,338.0,312.0,195.0,721.0,274.0
595.0,1580.0,348.0,348.0,194.0,757.0,303.0
582.0,1634.0,344.0,361.0,219.0,770.0,285.0
538.0,1637.0,323.0,370.0,211.0,689.0,255.0
635.0,1525.0,360.0,336.0,218.0,842.0,295.0
518.0,1536.0,338.0,357.0,209.0,653.0,260.0
581.0,1597.0,363.0,348.0,162.0,688.0,275.0
587.0,1573.0,349.0,363.0,190.0,792.0,280.0
579.0,1533.0,368.0,335.0,209.0,738.0,282.0
536.0,1586.0,347.0,358.0,207.0,725.0,275.0
590.0,1609.0,386.0,365.0,233.0,770.0,255.0
503.0,1632.0,332.0,322.0,266.0,712.0,240.0
631.0,1607.0,364.0,359.0,206.0,738.0,291.0
501.0,1569.0,325.0,301.0,233.0,712.0,247.0
499.0,1502.0,338.0,321.0,221.0,731.0,275.0
713.0,1655.0,396.0,347.0,252.0,875.0,297.0
550.0,1605.0,344.0,350.0,203.0,722.0,250.0
658.0,1718.0,367.0,367.0,272.0,832.0,275.0
499.0,1592.0,321.0,341.0,204.0,663.0,251.0
676.0,1635.0,355.0,360.0,258.0,931.0,300.0
480.0,1549.0,334.0,312.0,235.0,729.0,248.0
513.0,1598.0,317.0,372.0,181.0,705.0,253.0
554.0,1715.0,322.0,358.0,219.0,690.0,248.0
653.0,1689.0,365.0,372.0,204.0,741.0,296.0
598.0,1622.0,337.0,360.0,253.0,864.0,263.0
622.0,1672.0,325.0,366.0,223.0,809.0,264.0
718.0,1612.0,383.0,385.0,221.0,883.0,297.0
555.0,1530.0,359.0,323.0,232.0,734.0,275.0
587.0,1616.0,338.0,366.0,193.0,727.0,269.0
493.0,1526.0,320.0,335.0,206.0,734.0,250.0
534.0,1508.0,340.0,347.0,175.0,694.0,275.0
658.0,1642.0,384.0,377.0,215.0,811.0,283.0
531.0,1634.0,328.0,361.0,199.0,755.0,261.0
637.0,1620.0,347.0,343.0,231.0,840.0,295.0
562.0,1673.0,354.0,344.0,224.0,718.0,264.0
620.0,1635.0,372.0,367.0,235.0,779.0,285.0
583.0,1570.0,338.0,336.0,204.0,816.0,285.0
493.0,1518.0,327.0,322.0,219.0,717.0,228.0
700.0,1660.0,382.0,384.0,204.0,896.0,297.0
686.0,1738.0,357.0,363.0,233.0,819.0,287.0
598.0,1653.0,367.0,342.0,220.0,735.0,290.0
693.0,1688.0,370.0,390.0,212.0,741.0,305.0
523.0,1585.0,346.0,317.0,197.0,759.0,227.0
696.0,1585.0,356.0,371.0,219.0,813.0,323.0
510.0,1561.0,322.0,341.0,215.0,778.0,260.0
552.0,1535.0,368.0,344.0,196.0,730.0,277.0
712.0,1636.0,358.0,340.0,210.0,856.0,303.0
594.0,1630.0,331.0,340.0,207.0,763.0,294.0
471.0,1559.0,313.0,358.0,219.0,657.0,230.0
521.0,1609.0,324.0,362.0,226.0,675.0,263.0
604.0,1583.0,368.0,365.0,204.0,735.0,293.0
581.0,1612.0,350.0,337.0,192.0,701.0,295.0
532.0,1582.0,329.0,340.0,193.0,750.0,260.0
665.0,1664.0,333.0,350.0,229.0,872.0,272.0
507.0,1500.0,337.0,335.0,199.0,671.0,245.0
624.0,1645.0,348.0,331.0,229.0,824.0,285.0
683.0,1668.0,372.0,382.0,227.0,802.0,285.0
589.0,1654.0,333.0,361.0,215.0,733.0,275.0
724.0,1637.0,367.0,355.0,252.0,860.0,315.0
650.0,1715.0,362.0,363.0,237.0,734.0,282.0
480.0,1602.0,332.0,321.0,231.0,680.0,249.0
584.0,1694.0,351.0,357.0,217.0,744.0,245.0
594.0,1674.0,348.0,355.0,249.0,844.0,244.0
568.0,1548.0,368.0,347.0,226.0,747.0,282.0
515.0,1601.0,309.0,338.0,216.0,775.0,237.0
559.0,1661.0,349.0,380.0,219.0,695.0,267.0
575.0,1693.0,350.0,351.0,233.0,734.0,255.0
735.0,1643.0,392.0,395.0,207.0,815.0,302.0
561.0,1762.0,306.0,363.0,220.0,733.0,232.0
665.0,1682.0,366.0,366.0,215.0,806.0,316.0
639.0,1705.0,356.0,368.0,242.0,788.0,283.0
600.0,1657.0,339.0,354.0,212.0,731.0,275.0
600.0,1643.0,339.0,359.0,217.0,775.0,275.0
625.0,1679.0,348.0,361.0,220.0,765.0,292.0
655.0,1517.0,378.0,352.0,238.0,918.0,305.0
639.0,1663.0,350.0,362.0,241.0,794.0,275.0
689.0,1745.0,388.0,379.0,231.0,775.0,287.0
645.0,1674.0,360.0,375.0,196.0,724.0,275.0
585.0,1602.0,357.0,332.0,190.0,691.0,297.0
577.0,1728.0,330.0,369.0,213.0,718.0,277.0
531.0,1516.0,338.0,331.0,212.0,765.0,274.0
640.0,1637.0,357.0,350.0,245.0,815.0,302.0
532.0,1564.0,368.0,341.0,235.0,674.0,270.0
542.0,1637.0,341.0,323.0,189.0,679.0,254.0
545.0,1623.0,349.0,339.0,200.0,726.0,247.0
610.0,1660.0,374.0,372.0,232.0,710.0,270.0
701.0,1600.0,386.0,358.0,221.0,860.0,297.0
656.0,1673.0,365.0,343.0,183.0,734.0,279.0
622.0,1657.0,368.0,359.0,196.0,731.0,277.0
596.0,1545.0,365.0,355.0,228.0,820.0,279.0
573.0,1540.0,339.0,357.0,218.0,804.0,288.0
677.0,1600.0,387.0,347.0,182.0,828.0,313.0
592.0,1541.0,339.0,335.0,215.0,837.0,295.0
573.0,1592.0,333.0,328.0,229.0,789.0,282.0
570.0,1554.0,357.0,345.0,206.0,754.0,280.0
662.0,1633.0,377.0,374.0,194.0,742.0,282.0
684.0,1659.0,379.0,351.0,215.0,791.0,297.0
515.0,1548.0,352.0,349.0,194.0,679.0,255.0
717.0,1708.0,354.0,344.0,212.0,841.0,290.0
636.0,1600.0,348.0,343.0,246.0,836.0,291.0
767.0,1746.0,374.0,384.0,242.0,853.0,306.0
611.0,1646.0,358.0,347.0,231.0,771.0,271.0
636.0,1655.0,329.0,350.0,212.0,865.0,292.0
570.0,1610.0,333.0,334.0,215.0,790.0,273.0
682.0,1643.0,380.0,381.0,237.0,776.0,312.0
565.0,1554.0,340.0,357.0,196.0,709.0,291.0
667.0,1700.0,374.0,366.0,204.0,792.0,285.0
923.0,1746.0,370.0,389.0,269.0,1099.0,327.0
605.0,1660.0,359.0,367.0,213.0,763.0,268.0
519.0,1582.0,314.0,326.0,205.0,723.0,263.0
540.0,1552.0,331.0,338.0,224.0,819.0,270.0
585.0,1658.0,327.0,362.0,219.0,788.0,268.0
521.0,1553.0,318.0,366.0,184.0,682.0,275.0
418.0,1562.0,290.0,340.0,195.0,675.0,213.0
677.0,1629.0,365.0,391.0,236.0,840.0,288.0
616.0,1691.0,323.0,358.0,208.0,823.0,259.0
463.0,1546.0,305.0,355.0,226.0,755.0,249.0
546.0,1584.0,316.0,347.0,222.0,761.0,280.0
571.0,1612.0,342.0,335.0,222.0,753.0,275.0
496.0,1586.0,322.0,353.0,202.0,636.0,232.0
597.0,1596.0,360.0,359.0,226.0,721.0,290.0
716.0,1716.0,375.0,372.0,234.0,774.0,310.0
523.0,1611.0,330.0,347.0,187.0,668.0,259.0
562.0,1653.0,354.0,370.0,237.0,697.0,263.0
591.0,1508.0,376.0,346.0,230.0,785.0,285.0
609.0,1722.0,342.0,372.0,242.0,711.0,265.0
573.0,1612.0,338.0,370.0,197.0,753.0,275.0
555.0,1570.0,327.0,343.0,211.0,698.0,295.0
645.0,1740.0,350.0,360.0,221.0,741.0,280.0
684.0,1674.0,372.0,365.0,188.0,761.0,295.0
600.0,1664.0,327.0,374.0,221.0,820.0,271.0
604.0,1632.0,352.0,377.0,193.0,718.0,285.0
561.0,1584.0,362.0,337.0,185.0,703.0,275.0
560.0,1672.0,328.0,345.0,250.0,770.0,259.0
676.0,1663.0,374.0,379.0,223.0,765.0,295.0
507.0,1584.0,345.0,342.0,209.0,662.0,273.0
471.0,1625.0,299.0,345.0,226.0,699.0,234.0
552.0,1618.0,322.0,358.0,199.0,710.0,262.0
616.0,1703.0,349.0,354.0,217.0,744.0,281.0
820.0,1706.0,395.0,389.0,216.0,961.0,331.0
720.0,1722.0,372.0,358.0,221.0,796.0,293.0
839.0,1734.0,358.0,384.0,249.0,1051.0,311.0
718.0,1692.0,363.0,361.0,220.0,934.0,305.0
608.0,1676.0,339.0,390.0,245.0,842.0,260.0
714.0,1644.0,411.0,366.0,233.0,897.0,288.0
530.0,1603.0,327.0,361.0,205.0,671.0,242.0
545.0,1530.0,334.0,337.0,211.0,809.0,295.0
665.0,1648.0,341.0,359.0,250.0,940.0,280.0
552.0,1573.0,340.0,337.0,246.0,854.0,255.0
556.0,1634.0,341.0,377.0,208.0,685.0,260.0
618.0,1596.0,357.0,341.0,230.0,764.0,286.0
770.0,1632.0,386.0,364.0,231.0,932.0,306.0
537.0,1594.0,332.0,361.0,207.0,710.0,252.0
539.0,1562.0,320.0,344.0,229.0,751.0,282.0
622.0,1553.0,384.0,334.0,211.0,784.0,291.0
568.0,1646.0,325.0,379.0,205.0,725.0,257.0
642.0,1678.0,352.0,383.0,241.0,820.0,270.0
488.0,1501.0,329.0,351.0,193.0,652.0,263.0
566.0,1605.0,354.0,368.0,201.0,718.0,273.0
775.0,1712.0,400.0,362.0,230.0,813.0,305.0
670.0,1615.0,358.0,370.0,252.0,872.0,291.0
779.0,1775.0,376.0,396.0,247.0,834.0,317.0
561.0,1607.0,363.0,359.0,236.0,746.0,265.0
544.0,1580.0,342.0,335.0,189.0,710.0,282.0
540.0,1623.0,324.0,331.0,193.0,720.0,276.0
528.0,1630.0,325.0,322.0,232.0,700.0,280.0
558.0,1538.0,365.0,347.0,211.0,718.0,275.0
695.0,1592.0,398.0,377.0,204.0,765.0,300.0
723.0,1668.0,380.0,384.0,250.0,785.0,300.0
689.0,1614.0,345.0,356.0,254.0,913.0,300.0
683.0,1717.0,384.0,385.0,204.0,702.0,307.0
595.0,1565.0,313.0,376.0,217.0,878.0,274.0
688.0,1678.0,361.0,373.0,250.0,837.0,290.0
565.0,1561.0,338.0,331.0,215.0,767.0,278.0
649.0,1826.0,338.0,362.0,216.0,778.0,262.0
588.0,1648.0,330.0,371.0,189.0,725.0,253.0
801.0,1737.0,354.0,346.0,253.0,930.0,335.0
599.0,1654.0,335.0,346.0,214.0,767.0,270.0
591.0,1676.0,345.0,345.0,195.0,690.0,272.0
676.0,1653.0,367.0,358.0,191.0,778.0,286.0
562.0,1664.0,355.0,343.0,196.0,732.0,247.0
518.0,1560.0,321.0,319.0,229.0,741.0,266.0
514.0,1553.0,329.0,359.0,229.0,745.0,250.0
597.0,1703.0,334.0,382.0,218.0,739.0,247.0
516.0,1607.0,328.0,342.0,227.0,696.0,259.0
642.0,1730.0,377.0,366.0,204.0,701.0,282.0
756.0,1752.0,357.0,351.0,242.0,897.0,292.0
